S. No,Order ID,Order Date,Ship Date (Bluesky Logistics),Ship Mode (Bluesky Logistics),Country,City,Postal Code,Region,Product ID,Product Name (by Designer),Sales (INR), Cost (INR),Quantity,Profit (INR),Turnaround time (days),Delivery status,ship mode
2471,US-2016-135923,42391,42397,Standard Class,India,Ahemadabad,28314,South,FUR-FU-10002107,Polo Collar neck,14.272,9.9904,8,4.2816,10,Shipping canceled,Regular Air
2472,US-2016-135923,42391,42397,Standard Class,India,Ahemadabad,28314,South,FUR-BO-10002213,Polo Collar neck,451.136,518.8064,4,-67.6704,10,Late delivery,Regular Air
2473,US-2016-135923,42391,42397,Standard Class,India,Ahemadabad,28314,South,OFF-AP-10000692,Polo Collar neck,64.864,58.3776,4,6.4864,10,Advance shipping,Express Air
2474,CA-2016-114972,42677,42680,First Class,India,Ahemadabad,90032,West,FUR-CH-10001190,Polo Collar neck,217.584,247.5018,2,-29.9178,3,Late delivery,Regular Air
2475,CA-2016-114972,42677,42680,First Class,India,Ahemadabad,90032,West,TEC-AC-10000682,Polo Collar neck,82.95,53.9175,5,29.0325,3,Late delivery,Delivery Truck
2476,CA-2016-114972,42677,42680,First Class,India,Ahemadabad,90032,West,OFF-LA-10004545,Polo Collar neck,87.71,46.4863,7,41.2237,3,Shipping on time,Regular Air
2477,CA-2016-114972,42677,42680,First Class,India,Ahemadabad,90032,West,OFF-AP-10003057,Polo Collar neck,1101.48,671.9028,4,429.5772,3,Advance shipping,Regular Air
2478,CA-2017-102750,42982,42986,Second Class,India,Ahemadabad,90036,West,FUR-TA-10000198,Polo Collar neck,1322.352,1421.5284,3,-99.1764,7,Advance shipping,Express Air
2479,CA-2014-145212,41895,41901,Standard Class,India,Ahemadabad,10011,East,OFF-AR-10002833,Polo Collar neck,5.46,3.9858,3,1.4742,10,Shipping on time,Regular Air
2480,CA-2017-141992,42905,42911,Standard Class,India,Ahemadabad,75220,Central,OFF-SU-10002557,Polo Collar neck,11.184,10.3452,1,0.8388,10,Late delivery,Regular Air
2481,CA-2017-141992,42905,42911,Standard Class,India,Ahemadabad,75220,Central,OFF-ST-10003656,Polo Collar neck,153.584,186.2206,2,-32.6366,10,Shipping on time,Regular Air
2482,CA-2017-147956,43093,43100,Standard Class,India,Ahemadabad,98105,West,OFF-ST-10001097,Polo Collar neck,1003.62,1003.62,6,0,10,Late delivery,Regular Air
2483,CA-2017-126067,42975,42981,Standard Class,India,Ahemadabad,98105,West,TEC-PH-10000912,Polo Collar neck,35.168,23.7384,4,11.4296,10,Advance shipping,Regular Air
2484,CA-2017-126067,42975,42981,Standard Class,India,Ahemadabad,98105,West,FUR-TA-10000617,Polo Collar neck,1137.75,887.445,5,250.305,10,Late delivery,Regular Air
2485,CA-2017-126067,42975,42981,Standard Class,India,Ahemadabad,98105,West,OFF-BI-10001658,Polo Collar neck,99.68,67.284,5,32.396,10,Late delivery,Regular Air
2486,CA-2017-126067,42975,42981,Standard Class,India,Ahemadabad,98105,West,OFF-AR-10003856,Polo Collar neck,5.56,4.1144,2,1.4456,10,Late delivery,Regular Air
2487,CA-2015-104514,42006,42008,Second Class,India,Ahemadabad,19711,East,OFF-ST-10001837,Polo Collar neck,85.52,63.2848,2,22.2352,7,Late delivery,Regular Air
2488,CA-2015-104514,42006,42008,Second Class,India,Ahemadabad,19711,East,OFF-AR-10001473,Polo Collar neck,9.84,7.1832,3,2.6568,7,Advance shipping,Express Air
2489,CA-2015-104514,42006,42008,Second Class,India,Ahemadabad,19711,East,OFF-PA-10004285,Polo Collar neck,20.04,10.4208,3,9.6192,7,Shipping on time,Regular Air
2490,CA-2015-141040,42286,42290,Second Class,India,Ahemadabad,10024,East,TEC-PH-10001835,Polo Collar neck,631.96,328.6192,4,303.3408,7,Shipping on time,Regular Air
2491,CA-2015-141040,42286,42290,Second Class,India,Ahemadabad,10024,East,OFF-PA-10002245,Polo Collar neck,23.92,13.156,4,10.764,7,Advance shipping,Regular Air
2492,CA-2014-113579,41986,41988,Second Class,India,Ahemadabad,90049,West,OFF-PA-10001457,Polo Collar neck,90.24,48.7296,6,41.5104,7,Shipping on time,Regular Air
2493,CA-2014-144624,41962,41966,Standard Class,India,Ahemadabad,14701,East,TEC-PH-10002885,Sleeve less t-shirt,4548.81,3320.6313,7,1228.1787,10,Late delivery,Regular Air
2494,CA-2016-146206,42623,42627,Second Class,India,Ahemadabad,77095,Central,FUR-TA-10004086,Sleeve less t-shirt,300.93,335.322,5,-34.392,7,Advance shipping,Regular Air
2495,CA-2016-146206,42623,42627,Second Class,India,Ahemadabad,77095,Central,TEC-PH-10000895,Sleeve less t-shirt,719.96,665.963,5,53.997,7,Late delivery,Regular Air
2496,CA-2014-136644,41806,41812,Standard Class,India,Ahemadabad,46544,Central,FUR-CH-10000225,Sleeve less t-shirt,647.84,615.448,8,32.3919999999999,10,Shipping canceled,Express Air
2497,CA-2015-122371,42273,42278,Standard Class,India,Ahemadabad,92037,West,OFF-ST-10002370,Sleeve less t-shirt,64.17,45.5607,3,18.6093,10,Shipping canceled,Regular Air
2498,CA-2015-122371,42273,42278,Standard Class,India,Ahemadabad,92037,West,OFF-EN-10000056,Sleeve less t-shirt,124.46,65.9638,2,58.4962,10,Shipping canceled,Regular Air
2499,CA-2016-126935,42509,42514,Standard Class,India,Ranchi,94109,West,OFF-BI-10004817,Sleeve less t-shirt,9.584,6.2296,1,3.3544,10,Shipping canceled,Express Air
2500,US-2017-133781,42908,42909,First Class,India,Ranchi,33178,South,OFF-EN-10004483,Sleeve less t-shirt,37.608,24.9153,3,12.6927,3,Shipping canceled,Delivery Truck
2501,CA-2017-131618,42903,42906,First Class,India,Ranchi,60076,Central,OFF-PA-10001892,Sleeve less t-shirt,12.224,7.7928,2,4.4312,3,Shipping canceled,Regular Air
2502,CA-2017-131618,42903,42906,First Class,India,Ranchi,60076,Central,OFF-BI-10000546,Sleeve less t-shirt,2.304,5.8752,4,-3.5712,3,Shipping canceled,Regular Air
2503,CA-2017-131618,42903,42906,First Class,India,Ranchi,60076,Central,OFF-BI-10001294,Sleeve less t-shirt,9.36,25.74,4,-16.38,3,Shipping canceled,Delivery Truck
2504,CA-2016-149482,42688,42693,Standard Class,India,Ranchi,94110,West,OFF-LA-10000248,Sleeve less t-shirt,7.38,3.9114,2,3.4686,10,Shipping canceled,Delivery Truck
2505,CA-2014-143917,41845,41847,Second Class,India,Ranchi,94122,West,OFF-ST-10001228,Sleeve less t-shirt,53.72,38.6784,4,15.0416,7,Shipping canceled,Delivery Truck
2506,CA-2014-143917,41845,41847,Second Class,India,Ranchi,94122,West,OFF-SU-10000151,Sleeve less t-shirt,8187.65,7860.144,5,327.506,7,Advance shipping,Delivery Truck
2507,CA-2014-143917,41845,41847,Second Class,India,Ranchi,94122,West,FUR-FU-10004351,Sleeve less t-shirt,77.92,43.6352,8,34.2848,7,Advance shipping,Regular Air
2508,CA-2015-120397,42187,42187,First Class,India,Ranchi,77070,Central,OFF-AP-10001293,Sleeve less t-shirt,32.784,118.0224,4,-85.2384,3,Shipping on time,Delivery Truck
2509,CA-2017-163902,42796,42802,Standard Class,India,Ranchi,90045,West,TEC-PH-10000675,Sleeve less t-shirt,196.776,182.0178,3,14.7582,10,Advance shipping,Regular Air
2510,CA-2017-163902,42796,42802,Standard Class,India,Ranchi,90045,West,TEC-AC-10000580,Sleeve less t-shirt,479.94,427.1466,6,52.7934,10,Shipping on time,Delivery Truck
2511,CA-2016-136812,42692,42697,Standard Class,India,Ranchi,73120,Central,OFF-ST-10003470,Sleeve less t-shirt,1117.92,1062.024,4,55.896,10,Late delivery,Delivery Truck
2512,CA-2015-102722,42112,42113,First Class,India,Ranchi,71203,South,TEC-AC-10003116,Sleeve less t-shirt,106.5,64.965,6,41.535,3,Advance shipping,Regular Air
2513,CA-2017-155089,43071,43075,Standard Class,India,Ranchi,33614,South,OFF-BI-10002429,Sleeve less t-shirt,45.66,79.144,5,-33.484,10,Advance shipping,Delivery Truck
2514,CA-2016-124506,42685,42691,Standard Class,India,Ranchi,60623,Central,TEC-AC-10003280,Sleeve less t-shirt,95.968,94.7684,4,1.19959999999999,10,Advance shipping,Delivery Truck
2515,CA-2016-124506,42685,42691,Standard Class,India,Ranchi,60623,Central,FUR-CH-10004540,Sleeve less t-shirt,47.992,50.0488,2,-2.0568,10,Late delivery,Delivery Truck
2516,CA-2014-106572,41887,41892,Standard Class,India,Ranchi,43402,East,OFF-ST-10000585,Sleeve less t-shirt,264.32,244.496,2,19.824,10,Advance shipping,Regular Air
2517,CA-2014-128888,41958,41965,Standard Class,India,Ranchi,77095,Central,OFF-EN-10003001,Sleeve less t-shirt,604.656,400.5846,9,204.0714,10,Shipping on time,Regular Air
2518,CA-2017-123134,42857,42862,Standard Class,India,Ranchi,7090,East,FUR-FU-10003975,Sleeve less t-shirt,129.93,116.937,3,12.993,10,Late delivery,Regular Air
2519,CA-2016-124352,42658,42664,Standard Class,India,Ranchi,73120,Central,OFF-LA-10004559,Sleeve less t-shirt,20.16,10.2816,7,9.8784,10,Late delivery,Regular Air
2520,CA-2016-124352,42658,42664,Standard Class,India,Ranchi,73120,Central,OFF-LA-10003223,Sleeve less t-shirt,29.46,15.0246,6,14.4354,10,Advance shipping,Regular Air
2521,CA-2016-124352,42658,42664,Standard Class,India,Ranchi,73120,Central,OFF-AP-10002651,Sleeve less t-shirt,868.59,616.6989,3,251.8911,10,Shipping on time,Regular Air
2522,CA-2016-124352,42658,42664,Standard Class,India,Ranchi,73120,Central,OFF-PA-10003177,Sleeve less t-shirt,12.96,6.7392,2,6.2208,10,Late delivery,Delivery Truck
2523,CA-2016-124352,42658,42664,Standard Class,India,Ranchi,73120,Central,TEC-PH-10003442,Sleeve less t-shirt,5.5,4.125,1,1.375,10,Advance shipping,Regular Air
2524,CA-2016-124352,42658,42664,Standard Class,India,Ranchi,73120,Central,OFF-BI-10000977,Sleeve less t-shirt,121.6,65.664,4,55.936,10,Late delivery,Regular Air
2525,CA-2015-124541,42100,42104,Standard Class,India,Ranchi,77041,Central,OFF-AR-10004078,Sleeve less t-shirt,42.048,36.792,9,5.256,10,Advance shipping,Regular Air
2526,CA-2015-124541,42100,42104,Standard Class,India,Ranchi,77041,Central,TEC-AC-10002550,Sleeve less t-shirt,25.488,21.0276,2,4.4604,10,Advance shipping,Regular Air
2527,CA-2015-124541,42100,42104,Standard Class,India,Ranchi,77041,Central,OFF-BI-10004965,Sleeve less t-shirt,6.9,18.975,3,-12.075,10,Advance shipping,Delivery Truck
2528,CA-2015-124541,42100,42104,Standard Class,India,Ranchi,77041,Central,OFF-BI-10004209,Sleeve less t-shirt,9.648,26.532,6,-16.884,10,Late delivery,Regular Air
2529,CA-2015-124541,42100,42104,Standard Class,India,Vishakapatnam,77041,Central,OFF-PA-10001526,Sleeve less t-shirt,7.968,5.0796,2,2.8884,10,Shipping on time,Regular Air
2530,CA-2014-108707,41936,41941,Standard Class,India,Vishakapatnam,33311,South,OFF-PA-10000788,Sleeve less t-shirt,10.368,6.7392,2,3.6288,10,Shipping on time,Regular Air
2531,CA-2014-111500,41868,41872,Standard Class,India,Vishakapatnam,72209,South,OFF-PA-10000595,Sleeve less t-shirt,114.2,61.668,5,52.532,10,Advance shipping,Express Air
2532,CA-2014-111500,41868,41872,Standard Class,India,Vishakapatnam,72209,South,OFF-BI-10000829,Sleeve less t-shirt,17.96,9.6984,4,8.2616,10,Advance shipping,Regular Air
2533,CA-2014-111500,41868,41872,Standard Class,India,Vishakapatnam,72209,South,OFF-FA-10002676,Sleeve less t-shirt,12.67,8.1088,7,4.5612,10,Advance shipping,Express Air
2534,CA-2014-111500,41868,41872,Standard Class,India,Vishakapatnam,72209,South,TEC-AC-10000844,Sleeve less t-shirt,339.96,217.5744,4,122.3856,10,Advance shipping,Regular Air
2535,US-2017-117723,42962,42965,Second Class,India,Vishakapatnam,19120,East,OFF-ST-10004459,Sleeve less t-shirt,1801.632,2139.438,6,-337.806,7,Late delivery,Regular Air
2536,CA-2015-143238,42253,42255,First Class,India,Vishakapatnam,92253,West,TEC-AC-10003499,Sleeve less t-shirt,46.32,28.2552,4,18.0648,3,Advance shipping,Express Air
2537,CA-2015-168746,42031,42033,Second Class,India,Vishakapatnam,44105,East,FUR-CH-10000513,Sleeve less t-shirt,181.986,236.5818,2,-54.5958,7,Advance shipping,Express Air
2538,CA-2015-168746,42031,42033,Second Class,India,Vishakapatnam,44105,East,TEC-PH-10000895,Sleeve less t-shirt,431.976,532.7704,4,-100.7944,7,Late delivery,Regular Air
2539,CA-2015-168746,42031,42033,Second Class,India,Vishakapatnam,44105,East,TEC-PH-10002555,Sleeve less t-shirt,155.37,191.623,1,-36.253,7,Advance shipping,Regular Air
2540,CA-2015-113404,42201,42201,First Class,India,Vishakapatnam,94122,West,FUR-CH-10003312,Sleeve less t-shirt,1348.704,1567.8684,6,-219.1644,3,Late delivery,Regular Air
2541,CA-2015-113404,42201,42201,First Class,India,Vishakapatnam,94122,West,FUR-CH-10004086,Sleeve less t-shirt,700.152,621.3849,3,78.7671,3,Advance shipping,Regular Air
2542,CA-2016-144792,42490,42494,Standard Class,India,Vishakapatnam,85254,West,FUR-FU-10002759,Sleeve less t-shirt,111.888,89.5104,7,22.3776,10,Advance shipping,Delivery Truck
2543,CA-2014-164385,41908,41913,Second Class,India,Vishakapatnam,19134,East,OFF-AP-10002191,Sleeve less t-shirt,143.952,129.5568,3,14.3952,7,Shipping on time,Express Air
2544,US-2016-114174,42621,42627,Standard Class,India,Vishakapatnam,2148,East,FUR-BO-10003450,Sleeve less t-shirt,173.94,160.0248,3,13.9152,10,Advance shipping,Regular Air
2545,US-2016-114174,42621,42627,Standard Class,India,Vishakapatnam,2148,East,OFF-LA-10000248,Sleeve less t-shirt,14.76,7.8228,4,6.9372,10,Late delivery,Delivery Truck
2546,CA-2017-108070,42841,42845,Standard Class,India,Vishakapatnam,95123,West,OFF-ST-10004804,Printed T-shirt,205.92,203.8608,4,2.0592,10,Late delivery,Express Air
2547,CA-2017-108070,42841,42845,Standard Class,India,Vishakapatnam,95123,West,FUR-BO-10001337,Printed T-shirt,102.833,108.882,1,-6.049,10,Advance shipping,Regular Air
2548,US-2015-128090,42232,42238,Standard Class,India,Vishakapatnam,85023,West,OFF-AR-10002255,Printed T-shirt,2.304,2.0448,1,0.2592,10,Advance shipping,Regular Air
2549,US-2015-128090,42232,42238,Standard Class,India,Vishakapatnam,85023,West,TEC-PH-10002624,Printed T-shirt,1879.96,1668.4645,5,211.4955,10,Advance shipping,Regular Air
2550,US-2015-128090,42232,42238,Standard Class,India,Vishakapatnam,85023,West,OFF-PA-10001878,Printed T-shirt,313.024,207.3784,8,105.6456,10,Advance shipping,Regular Air
2551,US-2015-128090,42232,42238,Standard Class,India,Vishakapatnam,85023,West,OFF-LA-10000452,Printed T-shirt,5.04,3.276,2,1.764,10,Late delivery,Regular Air
2552,CA-2017-101042,43058,43062,Standard Class,India,Vishakapatnam,42420,South,FUR-FU-10004665,Printed T-shirt,821.88,608.1912,6,213.6888,10,Late delivery,Regular Air
2553,CA-2017-101042,43058,43062,Standard Class,India,Vishakapatnam,42420,South,OFF-BI-10000088,Printed T-shirt,21.96,11.1996,2,10.7604,10,Shipping on time,Regular Air
2554,CA-2016-155439,42627,42631,Standard Class,India,Vishakapatnam,29203,South,OFF-PA-10000029,Printed T-shirt,25.92,13.4784,4,12.4416,10,Advance shipping,Regular Air
2555,CA-2016-118626,42597,42602,Standard Class,India,Vishakapatnam,32303,South,TEC-PH-10000369,Printed T-shirt,705.544,634.9896,7,70.5544000000001,10,Advance shipping,Regular Air
2556,CA-2015-111458,42273,42277,Standard Class,India,Vishakapatnam,10035,East,TEC-AC-10001590,Printed T-shirt,50,38,2,12,10,Late delivery,Regular Air
2557,US-2016-126844,42651,42657,Standard Class,India,Vishakapatnam,77070,Central,FUR-FU-10004909,Printed T-shirt,51.712,84.032,8,-32.32,10,Late delivery,Regular Air
2558,US-2015-112508,42087,42093,Standard Class,India,Vishakapatnam,33065,South,OFF-AP-10002287,Printed T-shirt,6.992,6.4676,2,0.5244,10,Late delivery,Express Air
2559,CA-2015-147788,42155,42159,Standard Class,India,Vishakapatnam,84057,West,FUR-BO-10004357,Printed T-shirt,1406.86,1266.174,7,140.686,10,Shipping canceled,Regular Air
2560,CA-2015-147788,42155,42159,Standard Class,India,Vishakapatnam,84057,West,OFF-LA-10003766,Printed T-shirt,15.75,8.19,5,7.56,10,Advance shipping,Regular Air
2561,CA-2015-147788,42155,42159,Standard Class,India,Vishakapatnam,84057,West,OFF-ST-10000046,Printed T-shirt,323.1,261.711,2,61.389,10,Late delivery,Regular Air
2562,CA-2015-144288,42363,42369,Standard Class,India,Vishakapatnam,37211,South,OFF-LA-10003190,Printed T-shirt,9.216,5.8752,4,3.3408,10,Late delivery,Regular Air
2563,CA-2015-144288,42363,42369,Standard Class,India,Vishakapatnam,37211,South,OFF-PA-10002787,Plain T-shirt,10.368,6.7392,2,3.6288,10,Shipping on time,Delivery Truck
2564,CA-2015-110632,42080,42085,Second Class,India,Vishakapatnam,10009,East,TEC-AC-10000387,Plain T-shirt,15.02,12.3164,1,2.7036,7,Late delivery,Regular Air
2565,CA-2015-110632,42080,42085,Second Class,India,Vishakapatnam,10009,East,OFF-ST-10001291,Plain T-shirt,33.82,24.6886,2,9.1314,7,Late delivery,Delivery Truck
2566,CA-2017-109589,43090,43093,First Class,India,Vishakapatnam,42104,South,TEC-AC-10003116,Plain T-shirt,71,43.31,4,27.69,3,Late delivery,Regular Air
2567,CA-2017-123967,43040,43042,Second Class,India,Vishakapatnam,98226,West,OFF-BI-10001308,Plain T-shirt,25.12,17.27,5,7.85,7,Late delivery,Delivery Truck
2568,CA-2017-123967,43040,43042,Second Class,India,Vishakapatnam,98226,West,FUR-TA-10003954,Plain T-shirt,2665.62,2425.7142,9,239.9058,7,Late delivery,Regular Air
2569,CA-2017-148929,42985,42989,Standard Class,India,Vishakapatnam,10011,East,OFF-ST-10003282,Plain T-shirt,478.08,344.2176,8,133.8624,10,Late delivery,Regular Air
2570,CA-2017-134404,43096,43096,First Class,India,Vishakapatnam,43055,East,TEC-PH-10000576,Plain T-shirt,164.388,200.0054,2,-35.6174,3,Late delivery,Regular Air
2571,CA-2017-134404,43096,43096,First Class,India,Vishakapatnam,43055,East,OFF-AR-10004441,Plain T-shirt,13.248,9.6048,4,3.6432,3,Late delivery,Regular Air
2572,CA-2017-109778,42932,42937,Standard Class,India,Pondicherry,60098,Central,OFF-AR-10003759,Plain T-shirt,2.912,2.002,2,0.91,10,Shipping on time,Delivery Truck
2573,CA-2016-155845,42594,42597,Second Class,India,Pondicherry,75007,Central,TEC-AC-10004145,Plain T-shirt,1399.944,1347.4461,7,52.4979,7,Late delivery,Regular Air
2574,CA-2017-145128,42925,42930,Standard Class,India,Pondicherry,47905,Central,FUR-FU-10000293,Plain T-shirt,526.45,494.863,5,31.587,10,Late delivery,Regular Air
2575,CA-2014-129091,41965,41970,Standard Class,India,Pondicherry,31907,South,OFF-EN-10004955,Plain T-shirt,16.23,8.2773,3,7.9527,10,Late delivery,Regular Air
2576,CA-2014-129091,41965,41970,Standard Class,India,Pondicherry,31907,South,OFF-BI-10001071,Plain T-shirt,319.9,163.149,5,156.751,10,Late delivery,Regular Air
2577,CA-2014-129091,41965,41970,Standard Class,India,Pondicherry,31907,South,OFF-EN-10001990,Plain T-shirt,11.36,6.0208,2,5.3392,10,Advance shipping,Regular Air
2578,CA-2014-129091,41965,41970,Standard Class,India,Pondicherry,31907,South,OFF-AP-10002734,Plain T-shirt,675.12,384.8184,3,290.3016,10,Advance shipping,Regular Air
2579,US-2014-155502,41665,41670,Standard Class,India,Pondicherry,22304,South,FUR-FU-10004587,Plain T-shirt,62.82,32.0382,3,30.7818,10,Late delivery,Regular Air
2580,US-2014-155502,41665,41670,Standard Class,India,Pondicherry,22304,South,OFF-ST-10004337,Plain T-shirt,489.92,489.92,8,0,10,Shipping canceled,Regular Air
2581,US-2014-155502,41665,41670,Standard Class,India,Pondicherry,22304,South,OFF-PA-10003072,Plain T-shirt,19.44,10.1088,3,9.3312,10,Shipping on time,Regular Air
2582,US-2014-155502,41665,41670,Standard Class,India,Pondicherry,22304,South,OFF-PA-10000380,Plain T-shirt,16.68,8.34,2,8.34,10,Late delivery,Regular Air
2583,US-2014-155502,41665,41670,Standard Class,India,Pondicherry,22304,South,TEC-PH-10004833,Plain T-shirt,155.35,155.35,13,0,10,Advance shipping,Delivery Truck
2584,US-2014-155502,41665,41670,Standard Class,India,Pondicherry,22304,South,FUR-FU-10001847,Plain T-shirt,12.42,7.9488,3,4.4712,10,Late delivery,Regular Air
2585,US-2014-155502,41665,41670,Standard Class,India,Pondicherry,22304,South,TEC-PH-10002103,Plain T-shirt,187.98,135.3456,2,52.6344,10,Advance shipping,Regular Air
2586,CA-2015-121041,42311,42318,Standard Class,India,Pondicherry,76117,Central,OFF-EN-10001137,Plain T-shirt,6.608,4.4604,2,2.1476,10,Advance shipping,Regular Air
2587,CA-2017-131695,42916,42922,Standard Class,India,Pondicherry,10024,East,OFF-ST-10001476,Plain T-shirt,248.57,181.4561,7,67.1139,10,Late delivery,Regular Air
2588,CA-2017-131695,42916,42922,Standard Class,India,Pondicherry,10024,East,FUR-FU-10002045,Plain T-shirt,22.23,12.4488,1,9.7812,10,Shipping canceled,Regular Air
2589,CA-2016-137729,42495,42499,Standard Class,India,Pondicherry,90004,West,OFF-ST-10001505,Plain T-shirt,5.98,4.9634,1,1.0166,10,Late delivery,Regular Air
2590,CA-2016-137729,42495,42499,Standard Class,India,Pondicherry,90004,West,TEC-PH-10001433,Plain T-shirt,246.168,224.6283,3,21.5397,10,Late delivery,Regular Air
2591,US-2016-115455,42621,42627,Standard Class,India,Pondicherry,60090,Central,FUR-FU-10004671,Plain T-shirt,14.136,21.9108,2,-7.7748,10,Advance shipping,Delivery Truck
2592,US-2016-115455,42621,42627,Standard Class,India,Pondicherry,60090,Central,FUR-TA-10003569,Plain T-shirt,601.47,902.205,3,-300.735,10,Late delivery,Regular Air
2593,CA-2017-128300,43063,43065,Second Class,India,Pondicherry,29483,South,TEC-PH-10002807,Plain T-shirt,79.1,39.55,2,39.55,7,Late delivery,Regular Air
2594,CA-2017-128300,43063,43065,Second Class,India,Pondicherry,29483,South,OFF-BI-10001597,Plain T-shirt,327.84,170.4768,8,157.3632,7,Shipping on time,Regular Air
2595,CA-2017-149048,42868,42872,Standard Class,India,Pondicherry,47201,Central,OFF-EN-10003296,Plain T-shirt,180.96,99.528,2,81.432,10,Late delivery,Regular Air
2596,CA-2017-149048,42868,42872,Standard Class,India,Pondicherry,47201,Central,OFF-BI-10004632,Plain T-shirt,914.97,503.2335,3,411.7365,10,Late delivery,Regular Air
2597,CA-2017-149048,42868,42872,Standard Class,India,Pondicherry,47201,Central,TEC-PH-10002310,Plain T-shirt,587.97,429.2181,3,158.7519,10,Late delivery,Regular Air
2598,CA-2017-149048,42868,42872,Standard Class,India,Pondicherry,47201,Central,OFF-ST-10000078,Plain T-shirt,530.34,434.8788,2,95.4612,10,Late delivery,Express Air
2599,CA-2017-149048,42868,42872,Standard Class,India,Pondicherry,47201,Central,OFF-PA-10001752,Plain T-shirt,14.94,7.6194,3,7.3206,10,Shipping on time,Regular Air
2600,CA-2017-108553,42848,42854,Standard Class,India,Pondicherry,10024,East,OFF-AP-10000026,Plain T-shirt,121.94,86.5774,2,35.3626,10,Shipping canceled,Regular Air
2601,CA-2017-108553,42848,42854,Standard Class,India,Pondicherry,10024,East,OFF-SU-10002573,Plain T-shirt,122.71,85.897,7,36.813,10,Late delivery,Regular Air
2602,CA-2016-165848,42525,42525,First Class,India,Pondicherry,10035,East,OFF-PA-10000349,Plain T-shirt,14.94,7.9182,3,7.0218,3,Advance shipping,Regular Air
2603,CA-2016-165848,42525,42525,First Class,India,Pondicherry,10035,East,TEC-MA-10003356,Plain T-shirt,1349.85,985.3905,3,364.4595,3,Late delivery,Regular Air
2604,CA-2016-165848,42525,42525,First Class,India,Pondicherry,10035,East,FUR-BO-10000362,Printed Full sleeves,136.784,131.6546,1,5.1294,3,Advance shipping,Regular Air
2605,CA-2016-165848,42525,42525,First Class,India,Pondicherry,10035,East,FUR-FU-10003878,Printed Full sleeves,61.12,40.3392,4,20.7808,3,Shipping canceled,Regular Air
2606,CA-2014-112718,41989,41994,Standard Class,India,Pondicherry,32216,South,OFF-BI-10000591,Printed Full sleeves,1.167,2.0228,1,-0.8558,10,Late delivery,Express Air
2607,CA-2016-154053,42433,42439,Standard Class,India,Pondicherry,92024,West,OFF-AR-10003727,Printed Full sleeves,16.99,12.0629,1,4.9271,10,Advance shipping,Delivery Truck
2608,CA-2014-127446,41968,41973,Standard Class,India,Pondicherry,76017,Central,TEC-AC-10001635,Printed Full sleeves,24.672,24.672,3,0,10,Shipping on time,Regular Air
2609,CA-2014-127446,41968,41973,Standard Class,India,Pondicherry,76017,Central,OFF-LA-10001317,Printed Full sleeves,2.52,1.638,1,0.882,10,Late delivery,Express Air
2610,CA-2014-127446,41968,41973,Standard Class,India,Pondicherry,76017,Central,FUR-TA-10000577,Printed Full sleeves,1218.735,1340.6085,5,-121.8735,10,Advance shipping,Express Air
2611,CA-2014-127446,41968,41973,Standard Class,India,Pondicherry,76017,Central,OFF-LA-10000248,Printed Full sleeves,5.904,3.9114,2,1.9926,10,Late delivery,Regular Air
2612,CA-2014-127446,41968,41973,Standard Class,India,Pondicherry,76017,Central,OFF-PA-10000955,Printed Full sleeves,15.696,10.5948,3,5.1012,10,Advance shipping,Regular Air
2613,CA-2014-127446,41968,41973,Standard Class,India,Pondicherry,76017,Central,FUR-FU-10000221,Printed Full sleeves,6.096,10.0584,3,-3.9624,10,Late delivery,Regular Air
2614,CA-2016-137204,42488,42495,Standard Class,India,Pondicherry,90045,West,FUR-CH-10002304,Printed Full sleeves,41.568,38.97,2,2.598,10,Late delivery,Regular Air
2615,CA-2014-147298,41755,41762,Standard Class,India,Pondicherry,90049,West,FUR-CH-10004886,Printed Full sleeves,230.28,207.252,3,23.028,10,Advance shipping,Regular Air
2616,CA-2014-147298,41755,41762,Standard Class,India,Pondicherry,90049,West,OFF-BI-10001525,Printed Full sleeves,18.288,12.573,6,5.715,10,Shipping on time,Regular Air
2617,CA-2017-147942,42826,42830,Standard Class,India,Pondicherry,94110,West,OFF-LA-10003663,Printed Full sleeves,5.78,3.0634,2,2.7166,10,Advance shipping,Regular Air
2618,CA-2017-147942,42826,42830,Standard Class,India,Pondicherry,94110,West,OFF-BI-10001294,Printed Full sleeves,121.68,83.655,13,38.025,10,Late delivery,Regular Air
2619,CA-2017-115931,43091,43095,Standard Class,India,Pondicherry,88220,West,OFF-AR-10000369,Printed Full sleeves,4.17,3.0858,3,1.0842,10,Advance shipping,Regular Air
2620,CA-2017-115931,43091,43095,Standard Class,India,Pondicherry,88220,West,TEC-PH-10001300,Printed Full sleeves,67.04,60.336,4,6.704,10,Late delivery,Express Air
2621,CA-2017-115931,43091,43095,Standard Class,India,Pondicherry,88220,West,OFF-ST-10000876,Printed Full sleeves,37.32,26.8704,3,10.4496,10,Late delivery,Regular Air
2622,CA-2017-115931,43091,43095,Standard Class,India,Pondicherry,88220,West,OFF-LA-10001404,Printed Full sleeves,18.45,9.7785,5,8.6715,10,Late delivery,Regular Air
2623,CA-2014-164861,41976,41979,Second Class,India,Pondicherry,63116,Central,OFF-PA-10001972,Printed Full sleeves,25.92,13.4784,4,12.4416,7,Late delivery,Delivery Truck
2624,CA-2017-127180,43030,43032,First Class,India,Pondicherry,10024,East,TEC-CO-10004722,Printed Full sleeves,11199.968,7279.9792,4,3919.9888,3,Shipping on time,Regular Air
